# Spherical Bessel functions via up and down recursion
x        down          up            gsl           rel_up_down   rel_down_gsl  rel_up_gsl   
25.300000 -2.883077e-02 -2.883077e-02 -2.883077e-02  2.286428e-15  2.466936e-15  1.805075e-16
25.400000 -2.589303e-02 -2.589303e-02 -2.589303e-02  2.009873e-16  3.349789e-16  1.339915e-16
25.500000 -2.276454e-02 -2.276454e-02 -2.276454e-02  0.000000e+00  6.858259e-16  6.858259e-16
25.600000 -1.947223e-02 -1.947223e-02 -1.947223e-02  1.069044e-15  1.514480e-15  4.454352e-16
25.700000 -1.604426e-02 -1.604426e-02 -1.604426e-02  9.730904e-16  1.621817e-15  6.487269e-16
25.800000 -1.250975e-02 -1.250975e-02 -1.250975e-02  6.933486e-16  4.160091e-16  2.773394e-16
25.900000 -8.898596e-03 -8.898596e-03 -8.898596e-03  2.924152e-16  5.848305e-16  8.772457e-16
26.000000 -5.241172e-03 -5.241172e-03 -5.241172e-03  1.903135e-15  7.943521e-15  6.040386e-15
26.100000 -1.568097e-03 -1.568097e-03 -1.568097e-03  1.057861e-14  1.389739e-14  3.318780e-15
26.200000  2.090021e-03  2.090021e-03  2.090021e-03  3.008761e-15  1.203504e-14  9.026283e-15
26.300000  5.702841e-03  5.702841e-03  5.702841e-03  2.965812e-15  5.627438e-15  2.661626e-15
26.400000  9.240540e-03  9.240540e-03  9.240540e-03  2.815945e-16  1.314108e-15  1.595702e-15
26.500000  1.267406e-02  1.267406e-02  1.267406e-02  1.368720e-16  1.505592e-15  1.368720e-15
26.600000  1.597535e-02  1.597535e-02  1.597535e-02  0.000000e+00  1.085875e-16  1.085875e-16
26.700000  1.911758e-02  1.911758e-02  1.911758e-02  5.444382e-16  1.633315e-15  1.088876e-15
26.800000  2.207540e-02  2.207540e-02  2.207540e-02  3.143270e-16  1.571635e-16  1.571635e-16
26.900000  2.482510e-02  2.482510e-02  2.482510e-02  2.795112e-16  2.096334e-16  6.987781e-17
27.000000  2.734484e-02  2.734484e-02  2.734484e-02  2.537551e-16  3.171939e-16  6.343878e-17
27.100000  2.961482e-02  2.961482e-02  2.961482e-02  0.000000e+00  0.000000e+00  0.000000e+00
27.200000  3.161741e-02  3.161741e-02  3.161741e-02  0.000000e+00  5.486608e-16  5.486608e-16
27.300000  3.333735e-02  3.333735e-02  3.333735e-02  2.081418e-16  3.122126e-16  1.040709e-16
27.400000  3.476179e-02  3.476179e-02  3.476179e-02  1.996127e-16  1.996127e-16  3.992254e-16
27.500000  3.588047e-02  3.588047e-02  3.588047e-02  0.000000e+00  1.933891e-16  1.933891e-16
27.600000  3.668576e-02  3.668576e-02  3.668576e-02  3.782881e-16  4.728601e-16  9.457203e-17
27.700000  3.717271e-02  3.717271e-02  3.717271e-02  7.466654e-16  1.119998e-15  3.733327e-16
27.800000  3.733909e-02  3.733909e-02  3.733909e-02  9.291728e-17  1.858346e-16  2.787519e-16
27.900000  3.718541e-02  3.718541e-02  3.718541e-02  0.000000e+00  9.330130e-17  9.330130e-17
28.000000  3.671489e-02  3.671489e-02  3.671489e-02  2.834910e-16  4.724850e-16  1.889940e-16
28.100000  3.593343e-02  3.593343e-02  3.593343e-02  2.606906e-15  2.896562e-15  2.896562e-16
28.200000  3.484956e-02  3.484956e-02  3.484956e-02  3.285314e-15  3.185759e-15  9.955498e-17
28.300000  3.347433e-02  3.347433e-02  3.347433e-02  6.633279e-15  6.529634e-15  1.036450e-16
28.400000  3.182125e-02  3.182125e-02  3.182125e-02  2.398643e-15  2.071556e-15  3.270877e-16
28.500000  2.990612e-02  2.990612e-02  2.990612e-02  1.798175e-15  1.914186e-15  1.160113e-16
28.600000  2.774692e-02  2.774692e-02  2.774692e-02  6.251951e-17  2.500780e-16  1.875585e-16
28.700000  2.536361e-02  2.536361e-02  2.536361e-02  7.523359e-16  1.094307e-15  3.419709e-16
28.800000  2.277802e-02  2.277802e-02  2.277802e-02  9.900509e-16  1.294682e-15  3.046311e-16
28.900000  2.001359e-02  2.001359e-02  2.001359e-02  1.733546e-16  8.667729e-17  8.667729e-17
29.000000  1.709517e-02  1.709517e-02  1.709517e-02  7.103215e-16  1.014745e-16  6.088470e-16
29.100000  1.404883e-02  1.404883e-02  1.404883e-02  1.296520e-15  8.643469e-16  4.321734e-16
29.200000  1.090164e-02  1.090164e-02  1.090164e-02  1.591250e-16  7.956252e-16  9.547502e-16
29.300000  7.681370e-03  7.681370e-03  7.681370e-03  4.403786e-15  3.161692e-15  1.242093e-15
29.400000  4.416319e-03  4.416319e-03  4.416319e-03  6.972173e-15  9.623563e-15  2.651390e-15
29.500000  1.135024e-03  1.135024e-03  1.135024e-03  2.741492e-14  4.174327e-14  1.432835e-14
29.600000 -2.133969e-03 -2.133969e-03 -2.133969e-03  7.925865e-15  6.503274e-15  1.422591e-15
29.700000 -5.362361e-03 -5.362361e-03 -5.362361e-03  1.124162e-14  1.237387e-14  1.132250e-15
29.800000 -8.522337e-03 -8.522337e-03 -8.522337e-03  5.394081e-15  5.394081e-15  0.000000e+00
29.900000 -1.158681e-02 -1.158681e-02 -1.158681e-02  5.240039e-15  4.940608e-15  2.994308e-16
30.000000 -1.452965e-02 -1.452965e-02 -1.452965e-02  6.865040e-15  6.447168e-15  4.178720e-16
30.100000 -1.732591e-02 -1.732591e-02 -1.732591e-02  8.210094e-15  7.108740e-15  1.101354e-15
30.200000 -1.995204e-02 -1.995204e-02 -1.995204e-02  9.129192e-15  9.129192e-15  0.000000e+00
30.300000 -2.238608e-02 -2.238608e-02 -2.238608e-02  9.918870e-15  1.053880e-14  6.199294e-16
30.400000 -2.460786e-02 -2.460786e-02 -2.460786e-02  1.325300e-14  1.290053e-14  3.524735e-16
30.500000 -2.659915e-02 -2.659915e-02 -2.659915e-02  1.767388e-14  1.773910e-14  6.521726e-17
30.600000 -2.834382e-02 -2.834382e-02 -2.834382e-02  2.368552e-14  2.325710e-14  4.284202e-16
30.700000 -2.982798e-02 -2.982798e-02 -2.982798e-02  3.233563e-14  3.233563e-14  0.000000e+00
30.800000 -3.104008e-02 -3.104008e-02 -3.104008e-02  4.672117e-14  4.688883e-14  1.676597e-16
30.900000 -3.197102e-02 -3.197102e-02 -3.197102e-02  6.869222e-14  6.858370e-14  1.085185e-16
31.000000 -3.261419e-02 -3.261419e-02 -3.261419e-02  1.066976e-13  1.066976e-13  0.000000e+00
31.100000 -3.296556e-02 -3.296556e-02 -3.296556e-02  1.773372e-13  1.773372e-13  0.000000e+00
31.200000 -3.302366e-02 -3.302366e-02 -3.302366e-02  3.306221e-13  3.306221e-13  0.000000e+00
31.300000 -3.278962e-02 -3.278962e-02 -3.278962e-02  7.997067e-13  7.998125e-13  1.058093e-16
31.400000 -3.226714e-02 -3.226714e-02 -3.226714e-02  7.635073e-12  7.634858e-12  2.150452e-16
31.500000 -3.146242e-02 -3.146242e-02 -3.146242e-02  1.907718e-12  1.907718e-12  0.000000e+00
31.600000 -3.038414e-02 -3.038414e-02 -3.038414e-02  1.165669e-12  1.165555e-12  1.141861e-16
31.700000 -2.904336e-02 -2.904336e-02 -2.904336e-02  1.022317e-12  1.022258e-12  5.972875e-17
31.800000 -2.745336e-02 -2.745336e-02 -2.745336e-02  1.037421e-12  1.037358e-12  6.318801e-17
31.900000 -2.562962e-02 -2.562962e-02 -2.562962e-02  1.146369e-12  1.146572e-12  2.030530e-16
32.000000 -2.358957e-02 -2.358957e-02 -2.358957e-02  1.345005e-12  1.345005e-12  0.000000e+00
32.100000 -2.135249e-02 -2.135249e-02 -2.135249e-02  1.658397e-12  1.658641e-12  2.437266e-16
32.200000 -1.893931e-02 -1.893931e-02 -1.893931e-02  2.135052e-12  2.135876e-12  8.243442e-16
32.300000 -1.637243e-02 -1.637243e-02 -1.637243e-02  2.875061e-12  2.874213e-12  8.476318e-16
32.400000 -1.367549e-02 -1.367549e-02 -1.367549e-02  4.069700e-12  4.071032e-12  1.331916e-15
32.500000 -1.087319e-02 -1.087319e-02 -1.087319e-02  6.130695e-12  6.130855e-12  1.595413e-16
32.600000 -7.991053e-03 -7.991053e-03 -7.991053e-03  1.010653e-11  1.011022e-11  3.690415e-15
32.700000 -5.055179e-03 -5.055179e-03 -5.055179e-03  1.956385e-11  1.956539e-11  1.544210e-15
32.800000 -2.092030e-03 -2.092030e-03 -2.092030e-03  5.845361e-11  5.845258e-11  1.036507e-15
32.900000  8.718124e-04  8.718124e-04  8.718124e-04  1.749991e-10  1.749931e-10  6.031550e-15
33.000000  3.809887e-03  3.809887e-03  3.809887e-03  5.040893e-11  5.040483e-11  4.097894e-15
33.100000  6.696084e-03  6.696084e-03  6.696084e-03  3.642329e-11  3.642187e-11  1.424859e-15
33.200000  9.504881e-03  9.504881e-03  9.504881e-03  3.287611e-11  3.287529e-11  8.212892e-16
33.300000  1.221156e-02  1.221156e-02  1.221156e-02  3.309126e-11  3.309112e-11  1.420558e-16
33.400000  1.479244e-02  1.479244e-02  1.479244e-02  3.567387e-11  3.567593e-11  2.052241e-15
33.500000  1.722507e-02  1.722507e-02  1.722507e-02  4.044009e-11  4.043888e-11  1.208511e-15
33.600000  1.948843e-02  1.948843e-02  1.948843e-02  4.775084e-11  4.775173e-11  8.901298e-16
33.700000  2.156312e-02  2.156312e-02  2.156312e-02  5.845713e-11  5.845592e-11  1.206730e-15
33.800000  2.343150e-02  2.343150e-02  2.343150e-02  7.407033e-11  7.407026e-11  7.403383e-17
33.900000  2.507788e-02  2.507788e-02  2.507788e-02  9.722756e-11  9.722756e-11  0.000000e+00
34.000000  2.648865e-02  2.648865e-02  2.648865e-02  1.327032e-10  1.327032e-10  6.548932e-17
34.100000  2.765234e-02  2.765234e-02  2.765234e-02  1.898021e-10  1.898022e-10  1.254667e-16
34.200000  2.855977e-02  2.855977e-02  2.855977e-02  2.888105e-10  2.888105e-10  0.000000e+00
34.300000  2.920413e-02  2.920413e-02  2.920413e-02  4.826303e-10  4.826303e-10  5.939993e-17
34.400000  2.958098e-02  2.958098e-02  2.958098e-02  9.608958e-10  9.608959e-10  1.172864e-16
34.500000  2.968830e-02  2.968830e-02  2.968830e-02  3.241333e-09  3.241333e-09  5.843121e-17
34.600000  2.952655e-02  2.952655e-02  2.952655e-02  5.467055e-09  5.467055e-09  5.875132e-17
34.700000  2.909856e-02  2.909856e-02  2.909856e-02  2.053565e-09  2.053565e-09  0.000000e+00
34.800000  2.840959e-02  2.840959e-02  2.840959e-02  1.537868e-09  1.537868e-09  1.221224e-16
34.900000  2.746722e-02  2.746722e-02  2.746722e-02  1.404421e-09  1.404421e-09  1.263123e-16
35.000000  2.628126e-02  2.628126e-02  2.628126e-02  1.419952e-09  1.419952e-09  6.600609e-17
35.100000  2.486372e-02  2.486372e-02  2.486372e-02  1.533686e-09  1.533686e-09  0.000000e+00
35.200000  2.322861e-02  2.322861e-02  2.322861e-02  1.740663e-09  1.740663e-09  7.468048e-17
35.300000  2.139186e-02  2.139186e-02  2.139186e-02  2.058989e-09  2.058989e-09  8.109270e-17
35.400000  1.937115e-02  1.937115e-02  1.937115e-02  2.529236e-09  2.529238e-09  1.253727e-15
35.500000  1.718575e-02  1.718575e-02  1.718575e-02  3.225273e-09  3.225274e-09  8.075171e-16
35.600000  1.485633e-02  1.485633e-02  1.485633e-02  4.281397e-09  4.281398e-09  1.284433e-15
35.700000  1.240478e-02  1.240478e-02  1.240478e-02  5.956915e-09  5.956917e-09  2.027725e-15
35.800000  9.853992e-03  9.853992e-03  9.853992e-03  8.808158e-09  8.808157e-09  1.408342e-15
35.900000  7.227650e-03  7.227650e-03  7.227650e-03  1.424810e-08  1.424810e-08  1.440073e-15
36.000000  4.550027e-03  4.550027e-03  4.550027e-03  2.710799e-08  2.710799e-08  4.861009e-15
36.100000  1.845750e-03  1.845750e-03  1.845750e-03  8.076701e-08  8.076701e-08  0.000000e+00
36.200000 -8.604253e-04 -8.604249e-04 -8.604249e-04  2.112807e-07  2.112807e-07  1.770409e-14
36.300000 -3.543834e-03 -3.543833e-03 -3.543833e-03  6.311852e-08  6.311852e-08  2.692277e-15
36.400000 -6.180130e-03 -6.180130e-03 -6.180130e-03  4.494601e-08  4.494601e-08  2.806937e-16
36.500000 -8.745507e-03 -8.745506e-03 -8.745506e-03  3.982660e-08  3.982660e-08  8.926019e-16
36.600000 -1.121691e-02 -1.121691e-02 -1.121691e-02  3.934524e-08  3.934524e-08  9.279152e-16
36.700000 -1.357224e-02 -1.357224e-02 -1.357224e-02  4.168062e-08  4.168062e-08  5.751633e-16
36.800000 -1.579057e-02 -1.579057e-02 -1.579057e-02  4.652617e-08  4.652617e-08  1.098582e-16
36.900000 -1.785230e-02 -1.785230e-02 -1.785230e-02  5.426994e-08  5.426994e-08  9.717089e-17
37.000000 -1.973935e-02 -1.973934e-02 -1.973934e-02  6.593496e-08  6.593496e-08  8.788151e-17
37.100000 -2.143532e-02 -2.143531e-02 -2.143531e-02  8.348771e-08  8.348771e-08  0.000000e+00
37.200000 -2.292563e-02 -2.292562e-02 -2.292562e-02  1.106867e-07  1.106867e-07  7.566745e-17
37.300000 -2.419764e-02 -2.419764e-02 -2.419764e-02  1.552946e-07  1.552946e-07  0.000000e+00
37.400000 -2.524078e-02 -2.524077e-02 -2.524077e-02  2.357903e-07  2.357903e-07  6.872706e-17
37.500000 -2.604659e-02 -2.604657e-02 -2.604657e-02  4.083769e-07  4.083769e-07  6.660084e-17
37.600000 -2.660887e-02 -2.660882e-02 -2.660882e-02  9.576345e-07  9.576345e-07  1.303871e-16
37.700000 -2.691675e-02 -2.692354e-02 -2.692354e-02  1.262128e-04  1.262128e-04  1.288629e-16
37.800000 -2.698898e-02 -2.698905e-02 -2.698905e-02  1.327906e-06  1.327906e-06  1.928253e-16
37.900000 -2.680590e-02 -2.680594e-02 -2.680594e-02  8.061488e-07  8.061488e-07  0.000000e+00
38.000000 -2.637708e-02 -2.637711e-02 -2.637711e-02  6.582240e-07  6.582240e-07  1.315325e-16
38.100000 -2.570765e-02 -2.570768e-02 -2.570768e-02  6.114222e-07  6.114222e-07  2.024364e-16
38.200000 -2.480494e-02 -2.480497e-02 -2.480497e-02  6.132074e-07  6.132074e-07  6.993452e-17
38.300000 -2.367836e-02 -2.367839e-02 -2.367839e-02  6.490342e-07  6.490342e-07  7.326189e-17
38.400000 -2.233936e-02 -2.233939e-02 -2.233939e-02  7.166767e-07  7.166767e-07  3.106125e-16
38.500000 -2.080128e-02 -2.080131e-02 -2.080131e-02  8.206509e-07  8.206509e-07  6.671592e-16
38.600000 -1.907924e-02 -1.907928e-02 -1.907928e-02  9.717784e-07  9.717784e-07  1.727515e-15
38.700000 -1.718999e-02 -1.719003e-02 -1.719003e-02  1.189548e-06  1.189548e-06  9.082305e-16
38.800000 -1.515174e-02 -1.515178e-02 -1.515178e-02  1.508071e-06  1.508071e-06  2.862243e-16
38.900000 -1.298398e-02 -1.298404e-02 -1.298404e-02  1.989442e-06  1.989442e-06  3.340109e-16
39.000000 -1.070735e-02 -1.070741e-02 -1.070741e-02  2.755944e-06  2.755944e-06  2.106150e-15
39.100000 -8.343356e-03 -8.343424e-03 -8.343424e-03  4.080001e-06  4.080001e-06  2.287066e-15
39.200000 -5.914252e-03 -5.914331e-03 -5.914331e-03  6.701626e-06  6.701626e-06  2.199814e-15
39.300000 -3.442780e-03 -3.442873e-03 -3.442873e-03  1.352608e-05  1.352608e-05  1.322630e-15
39.400000 -9.519816e-04 -9.520920e-04 -9.520920e-04  5.798901e-05  5.798901e-05  5.010534e-15
39.500000  1.535025e-03  1.534893e-03  1.534893e-03  4.303226e-05  4.303226e-05  6.004143e-15
39.600000  3.995256e-03  3.995097e-03  3.995097e-03  1.997064e-05  1.997064e-05  2.388172e-15
39.700000  6.406074e-03  6.405879e-03  6.405879e-03  1.519846e-05  1.519846e-05  7.447049e-16
39.800000  8.745393e-03  8.745153e-03  8.745153e-03  1.373715e-05  1.373715e-05  1.884458e-15
39.900000  1.099189e-02  1.099159e-02  1.099159e-02  1.365529e-05  1.365529e-05  1.341494e-15
40.000000  1.312518e-02  1.312480e-02  1.312480e-02  1.449457e-05  1.449457e-05  7.930283e-16
40.100000  1.512604e-02  1.512555e-02  1.512555e-02  1.621625e-05  1.621625e-05  1.146883e-16
40.200000  1.697654e-02  1.697590e-02  1.697590e-02  1.902670e-05  1.902670e-05  4.087497e-16
40.300000  1.866025e-02  1.865937e-02  1.865937e-02  2.342507e-05  2.342507e-05  0.000000e+00
40.400000  2.016235e-02  2.016112e-02  2.016112e-02  3.045502e-05  3.045502e-05  3.441721e-16
40.500000  2.146986e-02  2.146804e-02  2.146804e-02  4.246237e-05  4.246237e-05  4.040247e-16
40.600000  2.257185e-02  2.256888e-02  2.256888e-02  6.577844e-05  6.577844e-05  7.686352e-17
40.700000  2.346022e-02  2.345437e-02  2.345437e-02  1.248801e-04  1.248801e-04  0.000000e+00
40.800000  2.414068e-02  2.411725e-02  2.411725e-02  4.854573e-04  4.854573e-04  7.192874e-17
40.900000  2.453378e-02  2.455238e-02  2.455238e-02  3.789513e-04  3.789513e-04  0.000000e+00
41.000000  2.474870e-02  2.475675e-02  2.475675e-02  1.625037e-04  1.625037e-04  0.000000e+00
41.100000  2.472374e-02  2.472950e-02  2.472950e-02  1.163482e-04  1.163482e-04  2.104438e-16
41.200000  2.446708e-02  2.447193e-02  2.447193e-02  9.901061e-05  9.901061e-05  0.000000e+00
41.300000  2.398304e-02  2.398748e-02  2.398748e-02  9.242860e-05  9.242860e-05  0.000000e+00
41.400000  2.327741e-02  2.328168e-02  2.328168e-02  9.170368e-05  9.170368e-05  7.451024e-17
41.500000  2.235784e-02  2.236210e-02  2.236210e-02  9.521833e-05  9.521833e-05  7.757426e-17
41.600000  2.123391e-02  2.123827e-02  2.123827e-02  1.026141e-04  1.026141e-04  3.267165e-16
41.700000  1.991703e-02  1.992158e-02  1.992158e-02  1.142608e-04  1.142608e-04  5.224655e-16
41.800000  1.842034e-02  1.842517e-02  1.842517e-02  1.311864e-04  1.311864e-04  0.000000e+00
41.900000  1.675860e-02  1.676380e-02  1.676380e-02  1.552695e-04  1.552695e-04  5.174016e-16
42.000000  1.494803e-02  1.495370e-02  1.495370e-02  1.897469e-04  1.897469e-04  8.700470e-16
42.100000  1.300618e-02  1.301244e-02  1.301244e-02  2.403219e-04  2.403219e-04  5.999073e-16
42.200000  1.095175e-02  1.095871e-02  1.095871e-02  3.176952e-04  3.176952e-04  1.345519e-15
42.300000  8.804370e-03  8.812193e-03  8.812193e-03  4.440707e-04  4.440707e-04  4.921373e-16
42.400000  6.584487e-03  6.593360e-03  6.593360e-03  6.733207e-04  6.733207e-04  1.249732e-15
42.500000  4.313110e-03  4.323265e-03  4.323265e-03  1.175864e-03  1.175864e-03  1.504699e-15
42.600000  2.011626e-03  2.023356e-03  2.023356e-03  2.906927e-03  2.906927e-03  3.107893e-15
42.700000 -2.984036e-04 -2.847277e-04 -2.847277e-04  2.345247e-02  2.345247e-02  5.454754e-14
42.800000 -2.595462e-03 -2.579358e-03 -2.579358e-03  3.112146e-03  3.112146e-03  7.566085e-15
42.900000 -4.858290e-03 -4.839119e-03 -4.839119e-03  1.976845e-03  1.976845e-03  8.961979e-16
43.000000 -7.066106e-03 -7.043012e-03 -7.043012e-03  1.636755e-03  1.636755e-03  1.416249e-15
43.100000 -9.198842e-03 -9.170643e-03 -9.170643e-03  1.535133e-03  1.535133e-03  1.891605e-15
43.200000 -1.123740e-02 -1.120241e-02 -1.120241e-02  1.559254e-03  1.559254e-03  3.097053e-16
43.300000 -1.316397e-02 -1.311970e-02 -1.311970e-02  1.684122e-03  1.684122e-03  6.611139e-17
43.400000 -1.496243e-02 -1.490504e-02 -1.490504e-02  1.921622e-03  1.921622e-03  2.909626e-16
43.500000 -1.661915e-02 -1.654225e-02 -1.654225e-02  2.319014e-03  2.319014e-03  5.243312e-16
43.600000 -1.812462e-02 -1.801662e-02 -1.801662e-02  2.988265e-03  2.988265e-03  9.628460e-17
43.700000 -1.947843e-02 -1.931503e-02 -1.931503e-02  4.211988e-03  4.211988e-03  8.981209e-17
43.800000 -2.071025e-02 -2.042604e-02 -2.042604e-02  6.909001e-03  6.909001e-03  1.698541e-16
43.900000 -2.205882e-02 -2.134003e-02 -2.134003e-02  1.656224e-02  1.656224e-02  3.251585e-16
44.000000 -1.893321e-02 -2.204926e-02 -2.204926e-02  7.603393e-02  7.603393e-02  3.146996e-16
44.100000 -2.195004e-02 -2.254795e-02 -2.254795e-02  1.343676e-02  1.343676e-02  4.616093e-16
44.200000 -2.246374e-02 -2.283230e-02 -2.283230e-02  8.136514e-03  8.136514e-03  1.519535e-16
44.300000 -2.261390e-02 -2.290055e-02 -2.290055e-02  6.298035e-03  6.298035e-03  0.000000e+00
44.400000 -2.250538e-02 -2.275298e-02 -2.275298e-02  5.470765e-03  5.470765e-03  2.287248e-16
44.500000 -2.216464e-02 -2.239189e-02 -2.239189e-02  5.100390e-03  5.100390e-03  2.324131e-16
44.600000 -2.160444e-02 -2.182159e-02 -2.182159e-02  5.000288e-03  5.000288e-03  3.179830e-16
44.700000 -2.083472e-02 -2.104831e-02 -2.104831e-02  5.099626e-03  5.099626e-03  2.472489e-16
44.800000 -1.986536e-02 -2.008018e-02 -2.008018e-02  5.377865e-03  5.377865e-03  9.502881e-16
44.900000 -1.870718e-02 -1.892715e-02 -1.892715e-02  5.844934e-03  5.844934e-03  3.666106e-16
45.000000 -1.737219e-02 -1.760083e-02 -1.760083e-02  6.537762e-03  6.537762e-03  3.942367e-16
45.100000 -1.587368e-02 -1.611445e-02 -1.611445e-02  7.526715e-03  7.526715e-03  1.184152e-15
45.200000 -1.422620e-02 -1.448267e-02 -1.448267e-02  8.933659e-03  8.933659e-03  5.988962e-16
45.300000 -1.244537e-02 -1.272148e-02 -1.272148e-02  1.097138e-02  1.097138e-02  6.136278e-16
45.400000 -1.054779e-02 -1.084802e-02 -1.084802e-02  1.403195e-02  1.403195e-02  1.679072e-15
45.500000 -8.550829e-03 -8.880400e-03 -8.880400e-03  1.890698e-02  1.890698e-02  1.465072e-15
45.600000 -6.472375e-03 -6.837581e-03 -6.837581e-03  2.743853e-02  2.743853e-02  3.805564e-15
45.700000 -4.330589e-03 -4.739136e-03 -4.739136e-03  4.504515e-02  4.504515e-02  2.745316e-16
45.800000 -2.143567e-03 -2.605094e-03 -2.605094e-03  9.719087e-02  9.719087e-02  1.248556e-15
45.900000  7.105901e-05 -4.557393e-04 -4.557393e-04  1.000000e+00  1.000000e+00  5.721486e-14
46.000000  2.296659e-03  1.688576e-03  1.688576e-03  1.525839e-01  1.525839e-01  1.354790e-14
46.100000  4.518351e-03  3.807627e-03  3.807627e-03  8.536221e-02  8.536221e-02  6.264387e-16
46.200000  6.724151e-03  5.881505e-03  5.881505e-03  6.684670e-02  6.684670e-02  5.530228e-15
46.300000  8.906879e-03  7.890804e-03  7.890804e-03  6.048901e-02  6.048901e-02  1.099206e-15
46.400000  1.106764e-02  9.816803e-03  9.816803e-03  5.989339e-02  5.989339e-02  7.068384e-16
46.500000  1.322292e-02  1.164164e-02  1.164164e-02  6.359565e-02  6.359565e-02  2.235154e-16
46.600000  1.542076e-02  1.334847e-02  1.334847e-02  7.203125e-02  7.203125e-02  9.746752e-16
46.700000  1.778436e-02  1.492164e-02  1.492164e-02  8.752872e-02  8.752872e-02  2.906388e-16
46.800000  2.065878e-02  1.634682e-02  1.634682e-02  1.165220e-01  1.165220e-01  2.122399e-16
46.900000  2.533477e-02  1.761111e-02  1.761111e-02  1.798464e-01  1.798464e-01  5.910100e-16
47.000000  4.305890e-02  1.870320e-02  1.870320e-02  3.943470e-01  3.943470e-01  2.782503e-16
47.100000 -9.531341e-03  1.961346e-02  1.961346e-02  1.000000e+00  1.000000e+00  8.844558e-17
47.200000  1.009207e-02  2.033399e-02  2.033399e-02  3.366166e-01  3.366166e-01  2.559346e-16
47.300000  1.418868e-02  2.085873e-02  2.085873e-02  1.903152e-01  1.903152e-01  3.326613e-16
47.400000  1.597943e-02  2.118351e-02  2.118351e-02  1.400339e-01  1.400339e-01  3.275612e-16
47.500000  1.686751e-02  2.130603e-02  2.130603e-02  1.162722e-01  1.162722e-01  4.885161e-16
47.600000  1.723043e-02  2.122596e-02  2.122596e-02  1.038975e-01  1.038975e-01  2.451795e-16
47.700000  1.721324e-02  2.094485e-02  2.094485e-02  9.779323e-02  9.779323e-02  6.625872e-16
47.800000  1.688504e-02  2.046617e-02  2.046617e-02  9.587705e-02  9.587705e-02  3.390422e-16
47.900000  1.628461e-02  1.979523e-02  1.979523e-02  9.730163e-02  9.730163e-02  5.258003e-16
48.000000  1.543703e-02  1.893918e-02  1.893918e-02  1.018773e-01  1.018773e-01  1.831889e-16
48.100000  1.436065e-02  1.790685e-02  1.790685e-02  1.099002e-01  1.099002e-01  5.812491e-16
48.200000  1.307023e-02  1.670874e-02  1.670874e-02  1.221841e-01  1.221841e-01  1.038213e-15
48.300000  1.157833e-02  1.535687e-02  1.535687e-02  1.402826e-01  1.402826e-01  7.342447e-16
48.400000  9.895838e-03  1.386468e-02  1.386468e-02  1.670353e-01  1.670353e-01  6.255908e-16
48.500000  8.031823e-03  1.224689e-02  1.224689e-02  2.078566e-01  2.078566e-01  1.133169e-15
48.600000  5.992975e-03  1.051934e-02  1.051934e-02  2.741205e-01  2.741205e-01  4.947241e-16
48.700000  3.782419e-03  8.698877e-03  8.698877e-03  3.939060e-01  3.939060e-01  1.495644e-15
48.800000  1.397743e-03  6.803159e-03  6.803159e-03  6.591245e-01  6.591245e-01  1.211193e-15
48.900000 -1.172310e-03  4.850490e-03  4.850490e-03  1.000000e+00  1.000000e+00  2.503472e-15
49.000000 -3.953520e-03  2.859649e-03  2.859649e-03  1.000000e+00  1.000000e+00  2.805623e-15
49.100000 -6.996497e-03  8.497088e-04  8.497088e-04  1.000000e+00  1.000000e+00  2.807132e-14
49.200000 -1.039672e-02 -1.160147e-03 -1.160147e-03  7.992281e-01  7.992281e-01  1.102756e-14
49.300000 -1.433720e-02 -3.150805e-03 -3.150805e-03  6.396609e-01  6.396609e-01  1.376413e-15
49.400000 -1.919078e-02 -5.103406e-03 -5.103406e-03  5.798661e-01  5.798661e-01  4.673829e-15
49.500000 -2.580942e-02 -6.999521e-03 -6.999521e-03  5.733162e-01  5.733162e-01  1.610925e-15
49.600000 -3.657484e-02 -8.821324e-03 -8.821324e-03  6.113626e-01  6.113626e-01  9.832557e-16
49.700000 -6.138157e-02 -1.055176e-02 -1.055176e-02  7.066238e-01  7.066238e-01  0.000000e+00
49.800000 -2.527649e-01 -1.217472e-02 -1.217472e-02  9.080944e-01  9.080944e-01  7.124287e-17
49.900000  8.185355e-02 -1.367514e-02 -1.367514e-02  1.000000e+00  1.000000e+00  6.976877e-16
50.000000  2.634826e-02 -1.503922e-02 -1.503922e-02  1.000000e+00  1.000000e+00  5.767331e-17
50.100000  1.084668e-02 -1.625448e-02 -1.625448e-02  1.000000e+00  1.000000e+00  0.000000e+00
50.200000  3.239687e-03 -1.730991e-02 -1.730991e-02  1.000000e+00  1.000000e+00  1.002156e-16
50.300000 -1.374282e-03 -1.819606e-02 -1.819606e-02  8.595547e-01  8.595547e-01  0.000000e+00
50.400000 -4.464968e-03 -1.890513e-02 -1.890513e-02  6.178905e-01  6.178905e-01  1.835188e-16
50.500000 -6.624207e-03 -1.943102e-02 -1.943102e-02  4.915257e-01  4.915257e-01  5.356558e-16
50.600000 -8.135483e-03 -1.976943e-02 -1.976943e-02  4.169139e-01  4.169139e-01  5.264867e-16
50.700000 -9.151676e-03 -1.991782e-02 -1.991782e-02  3.703588e-01  3.703588e-01  8.709404e-17
50.800000 -9.763116e-03 -1.987550e-02 -1.987550e-02  3.411895e-01  3.411895e-01  4.363974e-16
